CONDICION_FIRME,CONDICION_ILUMINACION,CONDICION_METEO,CONDICION_NIEBLA,CONDICION_NIVEL_CIRCULA,CONDICION_VIENTO,id
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4258
Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Sin especificar,,4259
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4260
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4261
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4262
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4263
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,4264
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4265
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4266
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4267
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4268
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4269
Con barro o gravilla suelta,"Luz del día natural, solar",Despejado,,Nivel blanco,,4270
Mojado,"Luz del día natural, solar",Lluvia débil,,Sin especificar,,4271
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4272
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4273
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4274
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4275
Con aceite,"Amanecer o atardecer, con luz artificial",Despejado,,Nivel blanco,,4276
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4277
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4278
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4279
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Sin especificar,,4280
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4281
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4282
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4283
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4284
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4285
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,4286
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,4287
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4288
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4289
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel blanco,,4290
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4291
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,4292
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,4293
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4294
Mojado,"Amanecer o atardecer, sin luz artificial",Lluvia débil,,Sin especificar,,4295
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4296
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4297
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,4298
Seco y limpio,"Luz del día natural, solar",Se desconoce,,Sin especificar,,4299
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4300
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4301
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,4302
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4303
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,4304
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4305
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,4306
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4307
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4308
Con aceite,"Luz del día natural, solar",Despejado,,Nivel blanco,,4309
Otra,Sin luz natural ni artificial,Despejado,,Nivel blanco,,4310
Con barro o gravilla suelta,"Luz del día natural, solar",Despejado,,Sin especificar,,4311
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4312
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4313
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4314
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4315
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4316
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4317
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,4318
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4319
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4320
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,4321
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,4322
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4323
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4324
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel blanco,,4325
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4326
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4327
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4328
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Se desconoce,,Nivel blanco,,4329
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4330
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4331
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4332
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4333
Otra,"Luz del día natural, solar",Despejado,,Nivel blanco,,4334
Seco y limpio,"Luz del día natural, solar",Nublado,,Nivel blanco,,4335
Seco y limpio,Sin luz natural y con iluminación artificial no en,Despejado,,Nivel blanco,,4336
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4337
Con aceite,"Luz del día natural, solar",Despejado,,Sin especificar,,4338
Con aceite,"Luz del día natural, solar",Despejado,,Sin especificar,,4339
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4340
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4341
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4342
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4343
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,4344
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,4345
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4346
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,4347
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4348
Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Nivel blanco,,4349
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel blanco,,4350
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,4351
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4352
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4353
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4354
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4355
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4356
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4357
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4358
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,4359
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4360
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4361
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel blanco,,4362
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4363
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4364
Otra,"Luz del día natural, solar",Despejado,,Se desconoce,,4365
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4366
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4367
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,4368
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4369
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4370
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4371
Con aceite,"Luz del día natural, solar",Despejado,,Sin especificar,,4372
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4373
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4374
Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Nivel blanco,,4375
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,4376
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,4377
Con aceite,"Luz del día natural, solar",Despejado,,Nivel blanco,,4378
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4379
Otra,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel blanco,,4380
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,4381
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel amarillo,,4382
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4383
Seco y limpio,"Luz del día natural, solar",Se desconoce,,Sin especificar,,4384
Seco y limpio,"Amanecer o atardecer, con luz artificial",Despejado,,Nivel blanco,,4385
Seco y limpio,Sin luz natural y con iluminación artificial no en,Despejado,,Nivel blanco,,4386
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4387
Seco y limpio,"Luz del día natural, solar",Nublado,,Sin especificar,,4388
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4389
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4390
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,4391
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4392
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4393
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4394
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4395
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4396
Seco y limpio,"Luz del día natural, solar",Se desconoce,,Sin especificar,,4397
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4398
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4399
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4400
Seco y limpio,"Luz del día natural, solar",Nublado,,Sin especificar,,4401
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4402
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4403
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4404
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4405
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4406
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4407
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4408
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,4409
Mojado,"Luz del día natural, solar",Lluvia débil,,Nivel blanco,,4410
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,4411
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel blanco,,4412
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel verde,,4413
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4414
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel blanco,,4415
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel amarillo,,4416
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4417
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4418
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4419
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,4420
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,4421
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,4422
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4423
Otra,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,4424
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4425
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4426
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4427
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4428
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4429
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4430
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4431
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4432
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4433
Mojado,"Luz del día natural, solar",Lluvia débil,,Nivel blanco,,4434
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4435
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4436
Mojado,"Luz del día natural, solar",Lluvia débil,,Sin especificar,,4437
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel blanco,,4438
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4439
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4440
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4441
Con aceite,"Luz del día natural, solar",Despejado,,Nivel blanco,,4442
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4443
Seco y limpio,"Luz del día natural, solar",Se desconoce,,Sin especificar,,4444
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4445
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4446
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,4447
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,4448
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4449
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4450
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4451
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4452
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4453
Mojado,Sin luz natural y con iluminación artificial encen,Lluvia débil,,Nivel blanco,,4454
Seco y limpio,Sin luz natural y con iluminación artificial encen,Despejado,,Nivel blanco,,4455
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4456
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4457
Seco y limpio,"Amanecer o atardecer, sin luz artificial",Despejado,,Nivel amarillo,,4458
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4459
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4460
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4461
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4462
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,4463
Seco y limpio,"Luz del día natural, solar",Se desconoce,,Sin especificar,,4464
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,4465
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4466
Seco y limpio,"Luz del día natural, solar",Despejado,,Sin especificar,,4467
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4468
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4469
Seco y limpio,Sin luz natural ni artificial,Nublado,,Nivel verde,,4470
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4471
Seco y limpio,"Luz del día natural, solar",Se desconoce,,Sin especificar,,4472
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4473
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4474
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel verde,,4475
Seco y limpio,"Luz del día natural, solar",Despejado,,Nivel blanco,,4476
Seco y limpio,"Luz del día natural, solar",Se desconoce,,Sin especificar,,4477
