CARRETERA_CRUCE,CARRETERA,TIPO_VIA,TITULARIDAD_VIA,SENTIDO_1F,id
,N-332,Carretera Convencional de doble calzada,Estatal,Descendente,2470
,CV-95,Carretera Convencional de calzada única,Autonómica,Ascendente,2471
,No inventariada,Calle,Municipal,Se desconoce,2472
,CV-95,Carretera Convencional de calzada única,Autonómica,Ascendente,2473
,No inventariada,Calle,Municipal,Se desconoce,2474
,No inventariada,Calle,Municipal,Se desconoce,2475
,No inventariada,Calle,Municipal,Se desconoce,2476
,CV-845,Carretera Convencional de calzada única,Autonómica,Ambos,2477
,N-340,Carretera Convencional de calzada única,Estatal,Descendente,2478
,CV-923,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ambos,2479
,CV-715,Carretera Convencional de calzada única,Autonómica,Ascendente,2480
,CV-724,Carretera Convencional de calzada única,Autonómica,Descendente,2481
,CV-732,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,2482
,No inventariada,Calle,Municipal,Se desconoce,2483
,CV-733,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,2484
,No inventariada,Calle,Municipal,Se desconoce,2485
,CV-720,Carretera Convencional de calzada única,Autonómica,Ascendente,2486
,No inventariada,Calle,"Provincial, Cabildo/Consell",Se desconoce,2487
,N-332,Carretera Convencional de calzada única,Estatal,Descendente,2488
,No inventariada,Calle,"Provincial, Cabildo/Consell",Se desconoce,2489
,No inventariada,Calle,Autonómica,Se desconoce,2490
,No inventariada,Calle,"Provincial, Cabildo/Consell",Se desconoce,2491
,No inventariada,Calle,"Provincial, Cabildo/Consell",Se desconoce,2492
,No inventariada,Calle,Municipal,Se desconoce,2493
,No inventariada,Calle,Autonómica,Se desconoce,2494
,No inventariada,Calle,Municipal,Se desconoce,2495
,No inventariada,Calle,Municipal,Se desconoce,2496
,CV-724,Carretera Convencional de calzada única,Autonómica,Descendente,2497
,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,2498
,CV-678,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,2499
,CV-715,Carretera Convencional de calzada única,Autonómica,Ascendente,2500
,CV-700,Carretera Convencional de calzada única,Autonómica,Descendente,2501
,CV-728,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,2502
,CV-678,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,2503
,CV-715,Carretera Convencional de calzada única,Autonómica,Ascendente,2504
,CV-728,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ambos,2505
,CV-678,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,2506
,CV-715,Carretera Convencional de calzada única,Autonómica,Descendente,2507
,No inventariada,Calle,Municipal,Se desconoce,2508
,No inventariada,Calle,Municipal,Se desconoce,2509
,No inventariada,Calle,Municipal,Se desconoce,2510
,No inventariada,Calle,Municipal,Se desconoce,2511
,No inventariada,Calle,Municipal,Se desconoce,2512
,No inventariada,Calle,Municipal,Se desconoce,2513
,CV-715,Carretera Convencional de calzada única,Autonómica,Ascendente,2514
,CV-785,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,2515
,A-31,Autovía,Estatal,Ascendente,2516
,No inventariada,Calle,Municipal,Se desconoce,2517
,A-31,Autovía,Estatal,Ascendente,2518
,A-31,Autovía,Estatal,Descendente,2519
,A-31,Autovía,Estatal,Ascendente,2520
A-31,A-31,Autovía,Estatal,Ascendente,2521
,No inventariada,Calle,Municipal,Se desconoce,2522
,A-31,Autovía,Estatal,Ascendente,2523
,A-31,Autovía,Estatal,Descendente,2524
,No inventariada,Calle,Municipal,Se desconoce,2525
,No inventariada,Calle,Municipal,Se desconoce,2526
,No inventariada,Calle,Municipal,Se desconoce,2527
A-31,A-31,Autovía,Estatal,Ascendente,2528
,No inventariada,Calle,Municipal,Se desconoce,2529
,A-31,Autovía,Estatal,Ascendente,2530
,No inventariada,Calle,Municipal,Se desconoce,2531
,ALMADRABA,Camino vecinal,"Provincial, Cabildo/Consell",Ambos,2532
,A-31,Autovía,Estatal,Descendente,2533
,CV-83,Carretera Convencional de calzada única,Autonómica,Ascendente,2534
,CV-840,Carretera Convencional de calzada única,Autonómica,Descendente,2535
,No inventariada,Camino vecinal,Municipal,Ascendente,2536
,No inventariada,Calle,Municipal,Se desconoce,2537
,CV-715,Carretera Convencional de calzada única,Autonómica,Ambos,2538
CV-912,CV-911,Carretera Convencional de calzada única,Autonómica,Descendente,2539
CV-91,CV-911,Carretera Convencional de calzada única,Autonómica,Ascendente,2540
,CV-912,Carretera Convencional de calzada única,Autonómica,Descendente,2541
,CV-912,Carretera Convencional de calzada única,Autonómica,Ascendente,2542
,No inventariada,Camino vecinal,Municipal,Ascendente,2543
,No inventariada,Calle,Municipal,Se desconoce,2544
,CV-900,Carretera Convencional de calzada única,Autonómica,Descendente,2545
,CAMINO,Vía para automóviles,Autonómica,Descendente,2546
,No inventariada,Calle,Municipal,Se desconoce,2547
,No inventariada,Otro,Municipal,Se desconoce,2548
,No inventariada,Calle,Otra,Se desconoce,2549
,N-340,Carretera Convencional de calzada única,Estatal,Descendente,2550
,No inventariada,Calle,Municipal,Se desconoce,2551
,CV-775,Carretera Convencional de calzada única,Autonómica,Ascendente,2552
,CV-905,Carretera Convencional de doble calzada,Autonómica,Ascendente,2553
,CV-905,Carretera Convencional de doble calzada,Autonómica,Ascendente,2554
,CV-895,Carretera Convencional de calzada única,Autonómica,Ascendente,2555
,No inventariada,Carretera Convencional de calzada única,Autonómica,Ambos,2556
,CV-905,Carretera Convencional de doble calzada,Autonómica,Descendente,2557
,No inventariada,Calle,Municipal,Se desconoce,2558
,No inventariada,Vía ciclista,Autonómica,Ambos,2559
1.0,CV-895,Carretera Convencional de calzada única,Autonómica,Ascendente,2560
,C. ASENSIO,Camino vecinal,Municipal,Ambos,2561
,CV-920,Carretera Convencional de calzada única,Autonómica,Ascendente,2562
,No inventariada,Vía ciclista,Autonómica,Descendente,2563
,CV-905A,Carretera Convencional de calzada única,Autonómica,Ascendente,2564
,CV-91,Carretera Convencional de calzada única,Autonómica,Ascendente,2565
,CV-840,Carretera Convencional de calzada única,Autonómica,Ascendente,2566
,CV-834,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,2567
,CV-840,Carretera Convencional de calzada única,Autonómica,Ascendente,2568
,CV-846,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ambos,2569
,CV-844,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,2570
,CV-834,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,2571
CV-846,CV-840,Carretera Convencional de calzada única,Autonómica,Descendente,2572
,CV-715,Carretera Convencional de calzada única,Autonómica,Descendente,2573
,CV-830,Carretera Convencional de doble calzada,Autonómica,Ascendente,2574
,CV-859,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,2575
,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,2576
N-332,CV-860,Carretera Convencional de calzada única,Autonómica,Descendente,2577
,CV-859,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,2578
,No inventariada,Calle,Municipal,Se desconoce,2579
N-332,N-332,Carretera Convencional de calzada única,Estatal,Descendente,2580
,CV-859,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,2581
,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,2582
,CV-859,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,2583
,No inventariada,Calle,Municipal,Se desconoce,2584
,No inventariada,Calle,Municipal,Se desconoce,2585
,No inventariada,Calle,Municipal,Se desconoce,2586
,No inventariada,Calle,Municipal,Se desconoce,2587
,No inventariada,Calle,Municipal,Se desconoce,2588
,No inventariada,Calle,Municipal,Se desconoce,2589
,CV-821,Carretera Convencional de doble calzada,Autonómica,Ascendente,2590
,No inventariada,Calle,Municipal,Se desconoce,2591
,CV-821,Carretera Convencional de doble calzada,Autonómica,Ascendente,2592
,No inventariada,Calle,Municipal,Se desconoce,2593
,No inventariada,Calle,Municipal,Se desconoce,2594
,No inventariada,Vía de servicio,Municipal,Se desconoce,2595
,A-70,Autovía,Estatal,Descendente,2596
,No inventariada,Recinto delimitado,Municipal,Se desconoce,2597
,No inventariada,Calle,Municipal,Se desconoce,2598
,No inventariada,Calle,Municipal,Se desconoce,2599
,No inventariada,Vía de servicio,Municipal,Se desconoce,2600
,CV-821,Carretera Convencional de doble calzada,Autonómica,Ascendente,2601
N-332,CV-821,Carretera Convencional de doble calzada,Autonómica,Descendente,2602
,No inventariada,Calle,Municipal,Se desconoce,2603
N-332,A-70,Autovía,Estatal,Descendente,2604
,No inventariada,Calle,Municipal,Se desconoce,2605
,CV-821,Carretera Convencional de doble calzada,Autonómica,Descendente,2606
,No inventariada,Calle,Municipal,Se desconoce,2607
,No inventariada,Calle,Municipal,Se desconoce,2608
,CV-821,Carretera Convencional de calzada única,Autonómica,Ascendente,2609
,CV-821,Carretera Convencional de doble calzada,Autonómica,Descendente,2610
A-70,N-332a,Ramal de enlace,Otra,Ascendente,2611
,No inventariada,Calle,Municipal,Se desconoce,2612
,No inventariada,Calle,Municipal,Se desconoce,2613
,CV-95,Carretera Convencional de calzada única,Autonómica,Ascendente,2614
,TIR PICHON,Carretera Convencional de calzada única,Municipal,Descendente,2615
CV-945,CV-95,Carretera Convencional de calzada única,Autonómica,Ambos,2616
,CV-95,Carretera Convencional de calzada única,Autonómica,Descendente,2617
CV-942,CV-940,Carretera Convencional de calzada única,Autonómica,Descendente,2618
,CV-951,Carretera Convencional de calzada única,Autonómica,Ascendente,2619
,TIROPICHON,Carretera Convencional de calzada única,Municipal,Ascendente,2620
CV-941,No inventariada,Calle,Municipal,Se desconoce,2621
,CV-952,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,2622
,CV-941,Carretera Convencional de calzada única,Autonómica,Ascendente,2623
,CV-95,Carretera Convencional de calzada única,Autonómica,Ascendente,2624
,No inventariada,Camino vecinal,Municipal,Ascendente,2625
,CV-952,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,2626
,CV-95,Carretera Convencional de calzada única,Autonómica,Descendente,2627
,No inventariada,Calle,Municipal,Se desconoce,2628
,No inventariada,Calle,Municipal,Se desconoce,2629
,No inventariada,Calle,Municipal,Se desconoce,2630
,No inventariada,Calle,Municipal,Se desconoce,2631
,N-332,Carretera Convencional de calzada única,Estatal,Descendente,2632
,No inventariada,Calle,Municipal,Se desconoce,2633
,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,2634
,CV-865,Carretera Convencional de calzada única,Autonómica,Descendente,2635
N-332,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,2636
,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,2637
,No inventariada,Calle,Municipal,Se desconoce,2638
,No inventariada,Calle,Municipal,Se desconoce,2639
,No inventariada,Otro,Municipal,Se desconoce,2640
,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,2641
,CV-865,Carretera Convencional de doble calzada,Autonómica,Ascendente,2642
,N-332,Carretera Convencional de calzada única,Estatal,Ambos,2643
,CAMÍ FARO,Camino vecinal,Municipal,Descendente,2644
,CV-865,Carretera Convencional de calzada única,Autonómica,Descendente,2645
,No inventariada,Calle,Municipal,Se desconoce,2646
,CV-865,Carretera Convencional de calzada única,Autonómica,Descendente,2647
,No inventariada,Calle,Municipal,Se desconoce,2648
,N-332,Carretera Convencional de calzada única,Estatal,Descendente,2649
,No inventariada,Calle,Municipal,Se desconoce,2650
,No inventariada,Otro,Otra,Se desconoce,2651
,No inventariada,Otro,Municipal,Ambos,2652
,CV-865,Carretera Convencional de calzada única,Autonómica,Ascendente,2653
,No inventariada,Calle,Municipal,Se desconoce,2654
,No inventariada,Calle,Municipal,Se desconoce,2655
,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,2656
,CV-865,Carretera Convencional de doble calzada,Autonómica,Descendente,2657
,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,2658
,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,2659
,CV-865,Carretera Convencional de calzada única,Autonómica,Ascendente,2660
,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,2661
,CV-865,Carretera Convencional de doble calzada,Autonómica,Ascendente,2662
,No inventariada,Calle,Municipal,Se desconoce,2663
,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,2664
,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,2665
,N-332,Carretera Convencional de calzada única,Estatal,Ascendente,2666
,CV-865,Carretera Convencional de calzada única,Autonómica,Descendente,2667
,N-332,Carretera Convencional de calzada única,Estatal,Descendente,2668
,N-332,Carretera Convencional de calzada única,Estatal,Descendente,2669
,No inventariada,Calle,Municipal,Se desconoce,2670
,No inventariada,Calle,Municipal,Se desconoce,2671
,No inventariada,Recinto delimitado,Municipal,Se desconoce,2672
,No inventariada,Calle,Municipal,Se desconoce,2673
,No inventariada,Calle,Municipal,Se desconoce,2674
,No inventariada,Calle,Municipal,Se desconoce,2675
,No inventariada,Calle,Municipal,Se desconoce,2676
CV-824,A-77a,Autovía,Estatal,Ascendente,2677
,No inventariada,Calle,Municipal,Se desconoce,2678
,A-77a,Autovía,Estatal,Descendente,2679
,No inventariada,Calle,Municipal,Se desconoce,2680
,No inventariada,Calle,Municipal,Se desconoce,2681
,No inventariada,Calle,Municipal,Se desconoce,2682
,A-77,Autovía,Estatal,Descendente,2683
,A-7,Autovía,Estatal,Ascendente,2684
,A-7,Autovía,Estatal,Ascendente,2685
,No inventariada,Calle,Municipal,Se desconoce,2686
,CV-821,Carretera Convencional de doble calzada,Autonómica,Ascendente,2687
,No inventariada,Calle,Municipal,Se desconoce,2688
,No inventariada,Calle,Municipal,Se desconoce,2689
,No inventariada,Calle,Municipal,Se desconoce,2690
,No inventariada,Calle,Municipal,Se desconoce,2691
CV-822,CV-821,Carretera Convencional de doble calzada,Autonómica,Ascendente,2692
,A-7,Autovía,Estatal,Descendente,2693
,No inventariada,Calle,Municipal,Se desconoce,2694
,No inventariada,Otro,Municipal,Se desconoce,2695
,No inventariada,Calle,Municipal,Se desconoce,2696
,No inventariada,Calle,Municipal,Se desconoce,2697
,No inventariada,Calle,Municipal,Se desconoce,2698
,No inventariada,Calle,Municipal,Se desconoce,2699
,No inventariada,Calle,Municipal,Se desconoce,2700
,No inventariada,Calle,Municipal,Se desconoce,2701
,No inventariada,Calle,Municipal,Se desconoce,2702
,No inventariada,Calle,Municipal,Se desconoce,2703
A-70,A-77a,Autovía,Estatal,Ascendente,2704
,No inventariada,Calle,Municipal,Se desconoce,2705
,No inventariada,Calle,Municipal,Se desconoce,2706
,No inventariada,Calle,Municipal,Se desconoce,2707
,No inventariada,Calle,Municipal,Se desconoce,2708
,No inventariada,Calle,Municipal,Se desconoce,2709
A-77a,A-77a,Autovía,Estatal,Descendente,2710
,CV-830,Carretera Convencional de calzada única,Autonómica,Descendente,2711
,A-31,Autovía,Estatal,Ascendente,2712
,No inventariada,Otro,Otra,Se desconoce,2713
,A-31,Autovía,Estatal,Descendente,2714
,A-31,Autovía,Estatal,Descendente,2715
,No inventariada,Calle,Municipal,Se desconoce,2716
,No inventariada,Calle,Municipal,Se desconoce,2717
,A-31,Autovía,Estatal,Ascendente,2718
,No inventariada,Vía ciclista,Autonómica,Ambos,2719
,AP-7,Autopista de peaje,Otra,Descendente,2720
,A-31,Autovía,Estatal,Ascendente,2721
,A-31,Autovía,Estatal,Ascendente,2722
,CV-830,Carretera Convencional de calzada única,Autonómica,Descendente,2723
,A-31,Autovía,Estatal,Ascendente,2724
,A-31,Autovía,Estatal,Ascendente,2725
,CV-770,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Descendente,2726
,CV-770,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,2727
CV-778,CV-770,Carretera Convencional de calzada única,"Provincial, Cabildo/Consell",Ascendente,2728
